Rooms,Price,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Propertycount,Type_h,Type_t,Type_u,RegN_Eastern Metropolitan,RegN_Eastern Victoria,RegN_Northern Metropolitan,RegN_Northern Victoria,RegN_South-Eastern Metropolitan,RegN_Southern Metropolitan,RegN_Western Metropolitan,RegN_Western Victoria
3,910500.0,6.5,3071.0,3.0,2.0,2.0,157.0,144.0,2010.0,-37.759,144.988,8870.0,0,1,0,0,0,1,0,0,0,0,0
3,995000.0,6.5,3071.0,2.0,1.0,1.0,327.0,96.0,1920.0,-37.7574,144.9854,8870.0,1,0,0,0,0,1,0,0,0,0,0
2,760000.0,6.5,3071.0,2.0,1.0,0.0,0.0,75.0,1900.0,-37.7595,145.0061,8870.0,1,0,0,0,0,1,0,0,0,0,0
2,505000.0,6.5,3071.0,2.0,1.0,0.0,0.0,80.0,1980.0,-37.7591,145.0211,8870.0,0,0,1,0,0,1,0,0,0,0,0
3,1400000.0,6.5,3071.0,2.0,2.0,1.0,417.0,159.0,1920.0,-37.7595,145.0017,8870.0,1,0,0,0,0,1,0,0,0,0,0
3,1110000.0,6.5,3071.0,3.0,1.0,1.0,562.0,156.0,1950.0,-37.7602,144.9878,8870.0,1,0,0,0,0,1,0,0,0,0,0
3,1200000.0,6.5,3071.0,3.0,2.0,1.0,345.0,345.0,1905.0,-37.7582,145.0094,8870.0,1,0,0,0,0,1,0,0,0,0,0
2,450000.0,6.5,3071.0,2.0,1.0,1.0,0.0,52.0,1970.0,-37.7526,145.0023,8870.0,0,0,1,0,0,1,0,0,0,0,0
2,874000.0,6.5,3071.0,2.0,1.0,2.0,333.0,2.0,1985.0,-37.7642,145.0192,8870.0,1,0,0,0,0,1,0,0,0,0,0
3,1427000.0,6.5,3071.0,3.0,1.0,1.0,275.0,127.0,1920.0,-37.7592,145.0105,8870.0,1,0,0,0,0,1,0,0,0,0,0
1,383000.0,6.5,3071.0,1.0,1.0,1.0,0.0,44.0,1965.0,-37.7539,145.0075,8870.0,0,0,1,0,0,1,0,0,0,0,0
3,1290000.0,6.5,3071.0,3.0,1.0,2.0,435.0,138.0,1920.0,-37.7607,145.0105,8870.0,1,0,0,0,0,1,0,0,0,0,0
2,450000.0,6.5,3071.0,2.0,1.0,1.0,335.0,59.0,1960.0,-37.7516,144.9871,8870.0,0,0,1,0,0,1,0,0,0,0,0
2,438000.0,6.5,3071.0,2.0,1.0,1.0,0.0,66.0,1970.0,-37.7541,145.0088,8870.0,0,0,1,0,0,1,0,0,0,0,0
3,1250000.0,6.5,3071.0,3.0,2.0,3.0,297.0,234.0,2013.0,-37.7617,145.0117,8870.0,1,0,0,0,0,1,0,0,0,0,0
3,1070000.0,6.5,3071.0,3.0,2.0,2.0,158.0,140.0,2007.0,-37.7588,144.9881,8870.0,0,1,0,0,0,1,0,0,0,0,0
3,1570000.0,6.5,3071.0,4.0,2.0,1.0,377.0,377.0,1920.0,-37.7578,145.0076,8870.0,1,0,0,0,0,1,0,0,0,0,0
2,486000.0,6.5,3071.0,2.0,1.0,1.0,0.0,66.0,1960.0,-37.761,145.0055,8870.0,0,0,1,0,0,1,0,0,0,0,0
2,1211000.0,6.5,3071.0,2.0,1.0,0.0,302.0,97.0,1915.0,-37.7549,145.0035,8870.0,1,0,0,0,0,1,0,0,0,0,0
3,1280000.0,6.5,3071.0,3.0,1.0,1.0,253.0,130.0,1910.0,-37.7566,144.9965,8870.0,1,0,0,0,0,1,0,0,0,0,0
4,1478000.0,6.5,3071.0,4.0,2.0,0.0,387.0,152.0,1900.0,-37.7569,145.0041,8870.0,1,0,0,0,0,1,0,0,0,0,0
3,1913000.0,6.5,3071.0,3.0,2.0,2.0,611.0,212.0,1930.0,-37.7575,144.9968,8870.0,1,0,0,0,0,1,0,0,0,0,0
4,928500.0,6.5,3071.0,4.0,2.0,2.0,538.0,150.0,1960.0,-37.7595,145.0241,8870.0,1,0,0,0,0,1,0,0,0,0,0
2,432500.0,6.5,3071.0,2.0,1.0,1.0,748.0,56.0,1965.0,-37.7587,145.0064,8870.0,0,0,1,0,0,1,0,0,0,0,0
1,330000.0,6.5,3071.0,1.0,1.0,1.0,0.0,40.0,1970.0,-37.7544,145.0092,8870.0,0,0,1,0,0,1,0,0,0,0,0
3,1370000.0,6.5,3071.0,3.0,2.0,3.0,417.0,153.0,1930.0,-37.7602,145.0084,8870.0,1,0,0,0,0,1,0,0,0,0,0
1,303500.0,6.5,3071.0,1.0,1.0,1.0,0.0,41.0,1970.0,-37.7542,145.01,8870.0,0,0,1,0,0,1,0,0,0,0,0
3,1160000.0,6.5,3071.0,3.0,2.0,2.0,644.0,149.0,2001.0,-37.7604,145.02100000000004,8870.0,1,0,0,0,0,1,0,0,0,0,0
3,1380000.0,6.5,3071.0,3.0,2.0,1.0,359.0,128.0,1920.0,-37.7565,144.9906,8870.0,1,0,0,0,0,1,0,0,0,0,0
3,1435000.0,4.6,3142.0,3.0,1.0,0.0,889.0,135.0,1943.0,-37.8328,145.0065,7217.0,1,0,0,0,0,0,0,0,1,0,0
3,1689000.0,4.6,3142.0,3.0,1.0,0.0,222.0,118.0,1920.0,-37.8448,145.0055,7217.0,1,0,0,0,0,0,0,0,1,0,0
3,1100000.0,4.6,3142.0,3.0,2.0,1.0,0.0,126.0,1935.0,-37.8429,145.0227,7217.0,0,0,1,0,0,0,0,0,1,0,0
2,925000.0,4.6,3142.0,2.0,2.0,2.0,0.0,109.0,1970.0,-37.8371,145.0066,7217.0,0,0,1,0,0,0,0,0,1,0,0
2,450000.0,4.6,3142.0,2.0,1.0,1.0,0.0,62.0,1970.0,-37.8474,145.0078,7217.0,0,0,1,0,0,0,0,0,1,0,0
1,349000.0,4.6,3142.0,1.0,1.0,1.0,0.0,38.0,1958.0,-37.8369,145.0077,7217.0,0,0,1,0,0,0,0,0,1,0,0
2,810000.0,4.6,3142.0,2.0,2.0,2.0,0.0,94.0,1980.0,-37.842,145.0046,7217.0,0,0,1,0,0,0,0,0,1,0,0
1,541000.0,4.6,3142.0,1.0,1.0,1.0,0.0,57.0,1970.0,-37.8373,145.0116,7217.0,0,0,1,0,0,0,0,0,1,0,0
3,1550000.0,4.6,3142.0,3.0,2.0,2.0,117.0,214.0,2000.0,-37.8343,145.0112,7217.0,0,1,0,0,0,0,0,0,1,0,0
3,950000.0,4.6,3142.0,3.0,1.0,1.0,57.0,107.0,1960.0,-37.8371,145.012,7217.0,0,0,1,0,0,0,0,0,1,0,0
1,366000.0,4.6,3142.0,1.0,1.0,1.0,0.0,35.0,1967.0,-37.8464,145.0074,7217.0,0,0,1,0,0,0,0,0,1,0,0
3,1900000.0,4.6,3142.0,3.0,2.0,1.0,268.0,139.0,1900.0,-37.8369,145.0072,7217.0,1,0,0,0,0,0,0,0,1,0,0
2,690000.0,4.6,3142.0,2.0,1.0,1.0,0.0,83.0,1960.0,-37.8416,145.0313,7217.0,0,0,1,0,0,0,0,0,1,0,0
2,511000.0,4.6,3142.0,2.0,1.0,2.0,0.0,68.0,1970.0,-37.8424,145.0184,7217.0,0,0,1,0,0,0,0,0,1,0,0
3,910000.0,4.6,3142.0,3.0,2.0,2.0,0.0,136.0,1980.0,-37.842,145.0046,7217.0,0,1,0,0,0,0,0,0,1,0,0
2,525000.0,4.6,3142.0,2.0,1.0,1.0,0.0,82.0,1950.0,-37.8424,145.0184,7217.0,0,0,1,0,0,0,0,0,1,0,0
3,960000.0,13.8,3084.0,4.0,2.0,2.0,656.0,183.0,1990.0,-37.7322,145.0995,2698.0,1,0,0,1,0,0,0,0,0,0,0
4,1010000.0,13.8,3084.0,4.0,3.0,2.0,669.0,163.0,1960.0,-37.7419,145.083,2698.0,1,0,0,1,0,0,0,0,0,0,0
3,880000.0,13.8,3084.0,3.0,2.0,4.0,704.0,167.0,1970.0,-37.7327,145.0913,2698.0,1,0,0,1,0,0,0,0,0,0,0
3,770000.0,13.8,3084.0,3.0,2.0,2.0,577.0,135.0,1970.0,-37.7376,145.0895,2698.0,1,0,0,1,0,0,0,0,0,0,0
4,730000.0,13.8,3084.0,4.0,1.0,1.0,865.0,172.0,1960.0,-37.7297,145.0946,2698.0,1,0,0,1,0,0,0,0,0,0,0
4,1005000.0,13.8,3084.0,4.0,2.0,1.0,696.0,183.0,1950.0,-37.7395,145.0875,2698.0,1,0,0,1,0,0,0,0,0,0,0
2,555000.0,13.8,3084.0,2.0,1.0,2.0,197.0,90.0,1980.0,-37.7393,145.0806,2698.0,0,0,1,1,0,0,0,0,0,0,0
2,546000.0,13.8,3084.0,2.0,1.0,1.0,177.0,100.0,1975.0,-37.7388,145.08100000000005,2698.0,0,0,1,1,0,0,0,0,0,0,0
3,765000.0,13.8,3084.0,3.0,1.0,2.0,608.0,138.0,1975.0,-37.7396,145.0885,2698.0,1,0,0,1,0,0,0,0,0,0,0
3,920000.0,13.8,3084.0,3.0,2.0,2.0,834.0,143.0,1975.0,-37.7396,145.0884,2698.0,1,0,0,1,0,0,0,0,0,0,0
5,1025000.0,13.8,3084.0,5.0,3.0,2.0,531.0,233.0,1978.0,-37.7378,145.0955,2698.0,1,0,0,1,0,0,0,0,0,0,0
4,895000.0,13.8,3084.0,4.0,2.0,2.0,700.0,18.0,1980.0,-37.7326,145.0881,2698.0,1,0,0,1,0,0,0,0,0,0,0
3,820000.0,13.8,3084.0,3.0,2.0,2.0,628.0,177.0,1960.0,-37.7314,145.0941,2698.0,1,0,0,1,0,0,0,0,0,0,0
3,870000.0,13.8,3084.0,3.0,1.0,2.0,698.0,137.0,1960.0,-37.7343,145.0837,2698.0,1,0,0,1,0,0,0,0,0,0,0
4,1050000.0,13.8,3084.0,4.0,2.0,2.0,660.0,202.0,1977.0,-37.7375,145.0917,2698.0,1,0,0,1,0,0,0,0,0,0,0
3,660000.0,14.9,3087.0,3.0,1.0,0.0,583.0,124.0,1970.0,-37.7137,145.0778,2329.0,1,0,0,0,0,1,0,0,0,0,0
3,581000.0,14.9,3087.0,3.0,2.0,2.0,567.0,100.0,1970.0,-37.7148,145.0851,2329.0,1,0,0,0,0,1,0,0,0,0,0
3,600000.0,14.9,3087.0,3.0,1.0,1.0,605.0,129.0,1970.0,-37.7166,145.0837,2329.0,1,0,0,0,0,1,0,0,0,0,0
3,690000.0,14.9,3087.0,3.0,2.0,1.0,308.0,129.0,2015.0,-37.7078,145.0807,2329.0,1,0,0,0,0,1,0,0,0,0,0
3,582000.0,14.9,3087.0,3.0,1.0,0.0,302.0,90.0,1950.0,-37.7163,145.0768,2329.0,1,0,0,0,0,1,0,0,0,0,0
3,740000.0,14.9,3087.0,3.0,1.0,1.0,591.0,104.0,1960.0,-37.7135,145.0783,2329.0,1,0,0,0,0,1,0,0,0,0,0
3,671000.0,14.9,3087.0,3.0,2.0,2.0,280.0,163.0,2002.0,-37.7153,145.0854,2329.0,1,0,0,0,0,1,0,0,0,0,0
3,741000.0,14.9,3087.0,3.0,1.0,1.0,671.0,103.0,1960.0,-37.7072,145.0855,2329.0,1,0,0,0,0,1,0,0,0,0,0
3,537000.0,14.9,3087.0,3.0,1.0,2.0,327.0,95.0,1960.0,-37.7125,145.0768,2329.0,0,0,1,0,0,1,0,0,0,0,0
3,1040000.0,14.9,3087.0,3.0,2.0,1.0,903.0,131.0,1950.0,-37.7085,145.0824,2329.0,1,0,0,0,0,1,0,0,0,0,0
4,1171000.0,14.9,3087.0,3.0,3.0,2.0,670.0,325.0,2010.0,-37.7122,145.0765,2329.0,1,0,0,0,0,1,0,0,0,0,0
2,662000.0,14.9,3087.0,2.0,1.0,2.0,605.0,114.0,1960.0,-37.7118,145.088,2329.0,1,0,0,0,0,1,0,0,0,0,0
3,922000.0,14.9,3087.0,3.0,1.0,2.0,798.0,153.0,1960.0,-37.7112,145.0869,2329.0,1,0,0,0,0,1,0,0,0,0,0
3,860500.0,14.9,3087.0,3.0,2.0,0.0,767.0,147.0,1960.0,-37.7084,145.0788,2329.0,1,0,0,0,0,1,0,0,0,0,0
3,702000.0,14.9,3087.0,3.0,1.0,1.0,604.0,97.0,1970.0,-37.7115,145.088,2329.0,1,0,0,0,0,1,0,0,0,0,0
3,627500.0,14.9,3087.0,3.0,1.0,1.0,319.0,96.0,2000.0,-37.7165,145.0759,2329.0,1,0,0,0,0,1,0,0,0,0,0
3,549000.0,14.9,3087.0,3.0,1.0,1.0,0.0,89.0,1980.0,-37.7141,145.0754,2329.0,0,0,1,0,0,1,0,0,0,0,0
2,701000.0,14.9,3087.0,4.0,1.0,2.0,762.0,98.0,1970.0,-37.7112,145.0861,2329.0,1,0,0,0,0,1,0,0,0,0,0
3,645000.0,14.9,3087.0,3.0,1.0,1.0,355.0,111.0,1966.0,-37.7065,145.0825,2329.0,1,0,0,0,0,1,0,0,0,0,0
3,1010000.0,1.9,3003.0,3.0,3.0,2.0,0.0,132.0,1940.0,-37.8048,144.9424,2230.0,0,1,0,0,0,1,0,0,0,0,0
3,1260000.0,1.9,3003.0,2.0,3.0,2.0,506.0,195.0,2000.0,-37.805,144.9448,2230.0,1,0,0,0,0,1,0,0,0,0,0
1,460000.0,1.9,3003.0,1.0,1.0,1.0,0.0,52.0,2000.0,-37.8076,144.9456,2230.0,0,0,1,0,0,1,0,0,0,0,0
2,800000.0,1.9,3003.0,2.0,2.0,2.0,54.0,89.0,2006.0,-37.8094,144.9479,2230.0,0,1,0,0,0,1,0,0,0,0,0
1,550000.0,1.9,3003.0,1.0,1.0,1.0,0.0,207.0,1930.0,-37.8076,144.9456,2230.0,0,0,1,0,0,1,0,0,0,0,0
3,660000.0,1.9,3003.0,3.0,2.0,1.0,0.0,100.0,1998.0,-37.8118,144.9526,2230.0,0,0,1,0,0,1,0,0,0,0,0
2,1055000.0,1.9,3003.0,2.0,1.0,1.0,0.0,154.0,2009.0,-37.8094,144.9452,2230.0,0,1,0,0,0,1,0,0,0,0,0
3,995000.0,1.9,3003.0,3.0,1.0,1.0,0.0,153.0,1940.0,-37.8076,144.9474,2230.0,0,0,1,0,0,1,0,0,0,0,0
1,443000.0,1.9,3003.0,1.0,1.0,1.0,547.0,58.0,1900.0,-37.806,144.942,2230.0,0,0,1,0,0,1,0,0,0,0,0
3,1120000.0,1.9,3003.0,3.0,3.0,1.0,801.0,122.0,2008.0,-37.8067,144.9435,2230.0,0,1,0,0,0,1,0,0,0,0,0
1,482000.0,1.9,3003.0,1.0,1.0,1.0,0.0,62.0,1930.0,-37.8076,144.9456,2230.0,0,0,1,0,0,1,0,0,0,0,0
2,620000.0,1.9,3003.0,2.0,1.0,1.0,0.0,83.0,2002.0,-37.8091,144.952,2230.0,0,0,1,0,0,1,0,0,0,0,0
3,601000.0,1.9,3003.0,2.0,1.0,1.0,0.0,81.0,1996.0,-37.8118,144.9526,2230.0,0,0,1,0,0,1,0,0,0,0,0
4,1400000.0,8.0,3016.0,4.0,2.0,1.0,320.0,160.0,1950.0,-37.8613,144.8988,6380.0,1,0,0,0,0,0,0,0,0,1,0
3,1535000.0,8.0,3016.0,3.0,1.0,1.0,507.0,186.0,1910.0,-37.8681,144.8994,6380.0,1,0,0,0,0,0,0,0,0,1,0
3,890000.0,8.0,3016.0,3.0,1.0,3.0,0.0,111.0,1980.0,-37.8663,144.8883,6380.0,0,0,1,0,0,0,0,0,0,1,0
3,1800000.0,8.0,3016.0,3.0,2.0,2.0,332.0,252.0,2006.0,-37.8652,144.9019,6380.0,1,0,0,0,0,0,0,0,0,1,0
3,1200000.0,8.0,3016.0,3.0,2.0,2.0,315.0,174.0,1990.0,-37.8595,144.8868,6380.0,1,0,0,0,0,0,0,0,0,1,0
3,1460000.0,8.0,3016.0,3.0,1.0,2.0,373.0,107.0,1970.0,-37.8661,144.8973,6380.0,1,0,0,0,0,0,0,0,0,1,0
1,310000.0,8.0,3016.0,1.0,1.0,1.0,0.0,58.0,1968.0,-37.8588,144.8919,6380.0,0,0,1,0,0,0,0,0,0,1,0
3,1200000.0,8.0,3016.0,3.0,2.0,2.0,348.0,200.0,1997.0,-37.8578,144.8799,6380.0,1,0,0,0,0,0,0,0,0,1,0
3,1560000.0,8.0,3016.0,3.0,2.0,2.0,310.0,179.0,2005.0,-37.8644,144.9039,6380.0,1,0,0,0,0,0,0,0,0,1,0
3,1575000.0,8.0,3016.0,3.0,2.0,3.0,430.0,215.0,1996.0,-37.8613,144.8939,6380.0,1,0,0,0,0,0,0,0,0,1,0
2,830000.0,8.0,3016.0,2.0,1.0,1.0,84.0,110.0,1980.0,-37.8581,144.9015,6380.0,0,1,0,0,0,0,0,0,0,1,0
3,1470000.0,8.0,3016.0,3.0,2.0,1.0,364.0,93.0,1970.0,-37.8513,144.8961,6380.0,1,0,0,0,0,0,0,0,0,1,0
3,1460000.0,8.0,3016.0,3.0,2.0,2.0,506.0,180.0,2010.0,-37.8658,144.8857,6380.0,0,1,0,0,0,0,0,0,0,1,0
4,1330000.0,8.0,3016.0,4.0,3.0,2.0,217.0,266.0,2003.0,-37.8634,144.8796,6380.0,1,0,0,0,0,0,0,0,0,1,0
3,1010000.0,8.0,3016.0,3.0,2.0,2.0,418.0,204.0,1995.0,-37.8571,144.8767,6380.0,1,0,0,0,0,0,0,0,0,1,0
2,513500.0,8.0,3016.0,2.0,1.0,1.0,0.0,72.0,1980.0,-37.8536,144.8981,6380.0,0,0,1,0,0,0,0,0,0,1,0
4,1805000.0,8.0,3016.0,3.0,2.0,2.0,466.0,160.0,1930.0,-37.8621,144.8872,6380.0,1,0,0,0,0,0,0,0,0,1,0
4,1126000.0,8.0,3016.0,4.0,1.0,1.0,307.0,150.0,1900.0,-37.8525,144.8945,6380.0,1,0,0,0,0,0,0,0,0,1,0
3,935000.0,8.0,3016.0,3.0,2.0,1.0,233.0,194.0,2002.0,-37.8573,144.8911,6380.0,0,1,0,0,0,0,0,0,0,1,0
2,375000.0,8.0,3016.0,2.0,1.0,1.0,0.0,49.0,1970.0,-37.8504,144.8924,6380.0,0,0,1,0,0,0,0,0,0,1,0
4,2050000.0,8.0,3016.0,4.0,2.0,2.0,648.0,285.0,2011.0,-37.8601,144.8879,6380.0,1,0,0,0,0,0,0,0,0,1,0
3,1310000.0,8.0,3016.0,3.0,2.0,1.0,185.0,139.0,1900.0,-37.8664,144.9072,6380.0,1,0,0,0,0,0,0,0,0,1,0
2,491500.0,8.0,3016.0,2.0,1.0,1.0,0.0,61.0,1970.0,-37.8563,144.8995,6380.0,0,0,1,0,0,0,0,0,0,1,0
2,547500.0,8.0,3016.0,2.0,1.0,1.0,0.0,60.0,1980.0,-37.8612,144.8971,6380.0,0,0,1,0,0,0,0,0,0,1,0
3,1210000.0,8.0,3016.0,3.0,1.0,0.0,249.0,85.0,1910.0,-37.86,144.895,6380.0,1,0,0,0,0,0,0,0,0,1,0
2,412000.0,8.0,3016.0,2.0,1.0,1.0,0.0,65.0,1980.0,-37.8586,144.8937,6380.0,0,0,1,0,0,0,0,0,0,1,0
4,1630000.0,8.0,3016.0,4.0,2.0,2.0,265.0,197.0,2010.0,-37.8656,144.9039,6380.0,1,0,0,0,0,0,0,0,0,1,0
3,1482500.0,8.0,3016.0,3.0,2.0,1.0,506.0,139.0,1910.0,-37.8592,144.888,6380.0,1,0,0,0,0,0,0,0,0,1,0
4,1300000.0,8.0,3016.0,4.0,2.0,2.0,369.0,250.0,1980.0,-37.8576,144.8992,6380.0,1,0,0,0,0,0,0,0,0,1,0
3,1710000.0,8.0,3016.0,3.0,2.0,1.0,260.0,170.0,2016.0,-37.8671,144.9001,6380.0,1,0,0,0,0,0,0,0,0,1,0
2,380000.0,8.9,3016.0,2.0,1.0,1.0,0.0,64.0,1960.0,-37.8564,144.8864,802.0,0,0,1,0,0,0,0,0,0,1,0
2,367500.0,8.9,3016.0,2.0,1.0,1.0,0.0,61.0,1970.0,-37.8571,144.8841,802.0,0,0,1,0,0,0,0,0,0,1,0
3,1225000.0,8.9,3016.0,3.0,1.0,1.0,311.0,126.0,1920.0,-37.8546,144.8762,802.0,1,0,0,0,0,0,0,0,0,1,0
2,580000.0,5.1,3181.0,2.0,2.0,1.0,0.0,78.0,2012.0,-37.8558,144.9903,4380.0,0,0,1,0,0,0,0,0,1,0,0
2,611000.0,5.1,3181.0,2.0,1.0,1.0,598.0,75.0,1940.0,-37.8564,144.9971,4380.0,0,0,1,0,0,0,0,0,1,0,0
2,800000.0,5.1,3181.0,2.0,1.0,1.0,0.0,92.0,1930.0,-37.8577,145.0002,4380.0,0,0,1,0,0,0,0,0,1,0,0
1,275000.0,5.1,3181.0,1.0,1.0,1.0,0.0,44.0,1970.0,-37.8564,145.0016,4380.0,0,0,1,0,0,0,0,0,1,0,0
3,1540000.0,5.1,3181.0,3.0,2.0,1.0,138.0,147.0,2000.0,-37.8556,144.995,4380.0,1,0,0,0,0,0,0,0,1,0,0
3,1370000.0,5.1,3181.0,3.0,1.0,2.0,317.0,112.0,1900.0,-37.856,144.9891,4380.0,1,0,0,0,0,0,0,0,1,0,0
1,452000.0,5.1,3181.0,1.0,1.0,1.0,0.0,46.0,1974.0,-37.8568,145.0004,4380.0,0,0,1,0,0,0,0,0,1,0,0
1,501000.0,5.1,3181.0,1.0,1.0,1.0,0.0,51.0,2005.0,-37.8571,144.9979,4380.0,0,0,1,0,0,0,0,0,1,0,0
2,380000.0,5.1,3181.0,2.0,1.0,1.0,0.0,71.0,1970.0,-37.8555,145.0018,4380.0,0,0,1,0,0,0,0,0,1,0,0
2,1177000.0,5.1,3181.0,2.0,2.0,2.0,521.0,122.0,2000.0,-37.8543,144.9939,4380.0,1,0,0,0,0,0,0,0,1,0,0
2,600000.0,5.1,3181.0,2.0,1.0,1.0,0.0,83.0,1970.0,-37.8559,144.999,4380.0,0,0,1,0,0,0,0,0,1,0,0
2,1500000.0,5.1,3181.0,2.0,1.0,2.0,0.0,96.0,1928.0,-37.8518,144.9868,4380.0,1,0,0,0,0,0,0,0,1,0,0
3,830000.0,5.1,3181.0,3.0,2.0,2.0,0.0,112.0,2000.0,-37.8526,144.9977,4380.0,0,0,1,0,0,0,0,0,1,0,0
2,1200000.0,5.1,3181.0,2.0,2.0,1.0,0.0,111.0,2007.0,-37.8563,144.9916,4380.0,0,0,1,0,0,0,0,0,1,0,0
2,474000.0,5.1,3181.0,2.0,1.0,1.0,0.0,66.0,1985.0,-37.8552,145.0005,4380.0,0,0,1,0,0,0,0,0,1,0,0
2,1350000.0,5.1,3181.0,2.0,1.0,1.0,157.0,101.0,1900.0,-37.8522,144.986,4380.0,1,0,0,0,0,0,0,0,1,0,0
3,1910000.0,5.1,3181.0,3.0,3.0,1.0,143.0,89.0,1890.0,-37.8525,144.9881,4380.0,1,0,0,0,0,0,0,0,1,0,0
4,915000.0,15.0,3085.0,4.0,3.0,1.0,531.0,237.0,1990.0,-37.7198,145.1034,1369.0,1,0,0,0,0,1,0,0,0,0,0
3,810000.0,15.0,3085.0,3.0,2.0,2.0,568.0,173.0,1975.0,-37.7216,145.1066,1369.0,1,0,0,0,0,1,0,0,0,0,0
3,753000.0,15.0,3085.0,3.0,2.0,1.0,536.0,154.0,1975.0,-37.7233,145.1045,1369.0,1,0,0,0,0,1,0,0,0,0,0
3,602500.0,15.0,3085.0,3.0,2.0,2.0,586.0,140.0,1970.0,-37.7279,145.1017,1369.0,1,0,0,0,0,1,0,0,0,0,0
3,742000.0,15.0,3085.0,3.0,1.0,1.0,614.0,117.0,1978.0,-37.7305,145.08100000000005,1369.0,1,0,0,0,0,1,0,0,0,0,0
4,953000.0,15.0,3085.0,4.0,2.0,2.0,551.0,150.0,1997.0,-37.7302,145.0883,1369.0,1,0,0,0,0,1,0,0,0,0,0
3,650000.0,15.0,3085.0,3.0,1.0,1.0,706.0,129.0,1970.0,-37.731,145.0811,1369.0,1,0,0,0,0,1,0,0,0,0,0
3,731000.0,15.0,3085.0,3.0,2.0,2.0,566.0,156.0,1991.0,-37.7195,145.1034,1369.0,1,0,0,0,0,1,0,0,0,0,0
3,710000.0,15.0,3085.0,3.0,1.0,1.0,616.0,115.0,1960.0,-37.7306,145.0854,1369.0,1,0,0,0,0,1,0,0,0,0,0
3,936000.0,15.0,3085.0,3.0,2.0,2.0,587.0,232.0,1994.0,-37.72,145.1014,1369.0,1,0,0,0,0,1,0,0,0,0,0
3,721000.0,15.0,3085.0,3.0,1.0,1.0,687.0,122.0,1978.0,-37.7303,145.0823,1369.0,1,0,0,0,0,1,0,0,0,0,0
3,1000000.0,7.0,3013.0,3.0,2.0,1.0,448.0,147.0,1940.0,-37.8228,144.8799,6543.0,1,0,0,0,0,0,0,0,0,1,0
2,890000.0,7.0,3013.0,3.0,1.0,2.0,471.0,103.0,1950.0,-37.8149,144.8707,6543.0,1,0,0,0,0,0,0,0,0,1,0
3,1165000.0,7.0,3013.0,3.0,1.0,0.0,191.0,105.0,1910.0,-37.8175,144.8879,6543.0,1,0,0,0,0,0,0,0,0,1,0
4,1550000.0,7.0,3013.0,4.0,2.0,2.0,427.0,233.0,2010.0,-37.8187,144.8771,6543.0,1,0,0,0,0,0,0,0,0,1,0
3,770000.0,7.0,3013.0,3.0,1.0,2.0,323.0,139.0,1960.0,-37.8108,144.8899,6543.0,1,0,0,0,0,0,0,0,0,1,0
3,871000.0,7.0,3013.0,3.0,2.0,2.0,428.0,100.0,1965.0,-37.8167,144.8965,6543.0,1,0,0,0,0,0,0,0,0,1,0
3,780000.0,7.0,3013.0,3.0,2.0,2.0,213.0,120.0,2004.0,-37.8175,144.8964,6543.0,1,0,0,0,0,0,0,0,0,1,0
2,650000.0,7.0,3013.0,2.0,1.0,1.0,0.0,2.0,1980.0,-37.8113,144.8955,6543.0,0,1,0,0,0,0,0,0,0,1,0
3,770000.0,7.0,3013.0,2.0,1.0,1.0,138.0,82.0,1890.0,-37.82,144.891,6543.0,1,0,0,0,0,0,0,0,0,1,0
4,1235000.0,7.0,3013.0,4.0,2.0,2.0,244.0,206.0,2011.0,-37.8139,144.8741,6543.0,1,0,0,0,0,0,0,0,0,1,0
2,1000000.0,7.0,3013.0,2.0,1.0,1.0,220.0,105.0,1910.0,-37.8115,144.8875,6543.0,1,0,0,0,0,0,0,0,0,1,0
3,1320000.0,7.0,3013.0,3.0,2.0,2.0,473.0,171.0,1920.0,-37.8217,144.8842,6543.0,1,0,0,0,0,0,0,0,0,1,0
3,1100000.0,7.0,3013.0,3.0,2.0,0.0,214.0,129.0,1910.0,-37.8175,144.8929,6543.0,1,0,0,0,0,0,0,0,0,1,0
3,910000.0,7.0,3013.0,3.0,3.0,2.0,197.0,109.0,2013.0,-37.8197,144.8875,6543.0,1,0,0,0,0,0,0,0,0,1,0
2,856000.0,7.0,3013.0,2.0,1.0,1.0,261.0,100.0,1880.0,-37.8157,144.887,6543.0,1,0,0,0,0,0,0,0,0,1,0
3,670000.0,7.0,3013.0,3.0,1.0,1.0,477.0,120.0,1960.0,-37.8186,144.8736,6543.0,1,0,0,0,0,0,0,0,0,1,0
4,706000.0,7.0,3013.0,2.0,1.0,0.0,165.0,93.0,1900.0,-37.819,144.895,6543.0,1,0,0,0,0,0,0,0,0,1,0
3,1050000.0,7.0,3013.0,2.0,2.0,1.0,462.0,132.0,1960.0,-37.8128,144.8695,6543.0,1,0,0,0,0,0,0,0,0,1,0
4,1320000.0,7.0,3013.0,4.0,2.0,1.0,319.0,171.0,1915.0,-37.8197,144.8957,6543.0,1,0,0,0,0,0,0,0,0,1,0
5,1815000.0,7.0,3013.0,5.0,2.0,2.0,644.0,172.0,1890.0,-37.8102,144.8857,6543.0,1,0,0,0,0,0,0,0,0,1,0
2,630000.0,7.0,3013.0,2.0,1.0,1.0,148.0,79.0,2003.0,-37.822,144.89,6543.0,1,0,0,0,0,0,0,0,0,1,0
